"	.	O
,	.	O
siger	VERB	B-verb.communication
Inge	NOUN	B-noun.person
Rudbeck	NOUN	I-noun.person
.	.	O

Tre	NUM	O
hjerter	NOUN	B-noun.communication
blev	VERB	B-verb.stative
det	PRON	O
til	ADV	B-verb.COLL
for	ADP	O
den	PRON	O
23	NUM	B-adj.time
-	.	I-adj.time
årige	ADJ	I-adj.time
britiske	ADJ	B-adj.social
popsangerinde	NOUN	B-noun.person
,	.	O
der	PRT	O
har	VERB	O
udgivet	VERB	B-verb.communication
albummet	NOUN	B-noun.communication
'	NOUN	O
It	NOUN	B-noun.communication
'	NOUN	I-noun.communication
s	X	I-noun.communication
Not	NOUN	I-noun.communication
Me	NOUN	I-noun.communication
,	.	I-noun.communication
It	NOUN	I-noun.communication
'	NOUN	I-noun.communication
s	X	I-noun.communication
You	NOUN	I-noun.communication
'	NOUN	O
.	.	O

Efter	ADP	O
seks	NUM	O
år	NOUN	B-noun.time
på	ADP	O
generaldirektørposten	NOUN	B-noun.abstract
valgte	VERB	B-verb.cognition
Peter	NOUN	B-noun.person
Langager	NOUN	I-noun.person
i	ADP	O
1993	NUM	B-noun.time
at	PRT	O
forlade	VERB	B-verb.change
sin	PRON	O
stilling	NOUN	B-noun.abstract
.	.	O

Efterfølgende	ADJ	O
tilføjede	VERB	B-verb.communication
han	PRON	O
,	.	O
at	CONJ	O
regeringen	NOUN	B-noun.institution
vil	VERB	O
have	VERB	O
alderen	NOUN	B-noun.attribute
sat	VERB	B-verb.change
ned	ADV	B-verb.PARTICLE
.	.	O

02	NOUN	O
.	.	O
13	NUM	O
Nå	X	O
.	.	O
.	.	O
.	.	O
undSKYLD	NOUN	O
.	.	O

Det	PRON	B-noun.building
er	VERB	I-noun.building
der	PRT	O
kommet	VERB	B-verb.creation
en	PRON	O
net	NOUN	B-adj.phys
lille	ADJ	B-adj.phys
gysersag	NOUN	B-noun.communication
ud	ADV	B-verb.PARTICLE
af	ADP	O
,	.	O
og	CONJ	O
man	PRON	O
må	VERB	O
sige	VERB	B-verb.communication
,	.	O
at	CONJ	O
ingen	PRON	O
er	VERB	O
gået	VERB	B-verb.cognition
død	NOUN	B-verb.COLL
,	.	O
og	CONJ	O
alle	ADJ	O
er	VERB	O
gået	VERB	B-verb.act
til	ADP	B-verb.COLL
biddet	NOUN	B-verb.COLL
med	ADP	O
egen	ADJ	O
inspiration	NOUN	B-noun.cognition
og	CONJ	O
løsagtighed	NOUN	B-noun.attribute
.	.	O

(	.	O
bro	NOUN	B-noun.building
)	.	O

K	NOUN	O
.	.	O

For	ADP	O
Fjordens	NOUN	B-noun.institution
Bryghus	NOUN	I-noun.institution
i	ADP	O
Lyne	NOUN	B-noun.location
nord	ADV	O
for	ADP	O
Esbjerg	NOUN	B-noun.location
blev	VERB	B-verb.change
det	PRON	O
for	ADP	O
surt	ADJ	B-adj.mental
,	.	O
og	CONJ	O
det	PRON	O
blot	ADV	O
fire	NUM	O
år	NOUN	B-noun.time
gamle	ADJ	B-adj.time
bryggeri	NOUN	B-noun.institution
,	.	O
der	PRT	O
i	ADP	O
et	PRON	O
stykke	NOUN	B-noun.quantity
tid	NOUN	B-noun.time
har	VERB	O
måttet	VERB	O
melde	VERB	B-verb.communication
alt	ADJ	O
udsolgt	ADJ	B-adj.all
,	.	O
får	VERB	B-verb.possession
derfor	ADV	O
heller	ADV	O
ikke	ADV	O
en	PRON	O
påskebryg	NOUN	B-noun.food
på	ADP	O
hylderne	NOUN	B-noun.artifact
i	ADP	O
år	NOUN	B-noun.time
.	.	O

Ungdomskarriere	NOUN	B-noun.process
som	PRT	O

skolevæsenet	NOUN	B-noun.institution
,	.	O
sygesikring	NOUN	B-noun.abstract
og	CONJ	O
modernisering	NOUN	B-noun.act
af	ADP	O
hospitaler	NOUN	B-noun.building
end	CONJ	O
den	PRON	O
plan	NOUN	B-noun.motive
,	.	O
Repræsentanternes	NOUN	B-noun.institution
Hus	NOUN	I-noun.institution
har	VERB	O
vedtaget	VERB	B-verb.cognition
.	.	O

Hvis	CONJ	O
man	PRON	O
går	VERB	B-verb.motion
seks	NUM	O
led	NOUN	B-noun.relation
tilbage	ADV	B-verb.PARTICLE
i	ADP	O
en	PRON	O
kæde	NOUN	B-noun.group
af	ADP	O
mennesker	NOUN	B-noun.person
,	.	O
der	PRT	O
hver	PRON	O
især	ADV	O
kender	VERB	B-verb.cognition
den	PRON	O
næste	ADJ	O
i	ADP	O
rækken	NOUN	B-noun.group
,	.	O
kan	VERB	O
vi	PRON	O
alle	ADJ	O
forbindes	NOUN	B-verb.social
med	ADP	O
hinanden	PRON	O
,	.	O
hedder	VERB	B-verb.communication
det	PRON	O
.	.	O

christian	NOUN	B-noun.person
.	.	O

Primært	NOUN	O
solceller	NOUN	B-noun.artifact
på	ADP	O
taget	NOUN	B-noun.artifact
af	ADP	O
skolens	NOUN	B-noun.building
gymnastiksal	NOUN	B-noun.building
.	.	O

Inger	NOUN	B-noun.person
Christensen	NOUN	I-noun.person
bliver	VERB	O
hyldet	VERB	B-verb.social
fra	ADP	O
Spanien	NOUN	B-noun.location
til	ADP	O
Sverige	NOUN	B-noun.location
for	ADP	O
sine	PRON	O
digte	NOUN	B-noun.communication
,	.	O
sine	PRON	O
fortællinger	NOUN	B-noun.communication
og	CONJ	O
sine	PRON	O
essays	NOUN	B-noun.communication
.	.	O

FN	NOUN	B-noun.institution
-	.	I-noun.institution
forbundet	NOUN	I-noun.institution
hører	VERB	B-verb.stative
til	ADP	B-verb.PARTICLE
de	PRON	O
ikke	ADV	B-noun.institution
-	.	I-noun.institution
regerings	NOUN	I-noun.institution
-	.	I-noun.institution
organisationer	NOUN	I-noun.institution
,	.	O
som	PRT	O
den	PRON	O
nuværende	ADJ	B-adj.time
regering	NOUN	B-noun.institution
ikke	ADV	O
drukner	VERB	B-verb.act
i	ADP	O
kærlighed	NOUN	B-noun.feeling
og	CONJ	O
slet	ADV	O
ikke	ADV	O
i	ADP	O
bevillinger	NOUN	B-noun.possession
.	.	O

april	NOUN	B-noun.time
.	.	O

Christine	NOUN	B-noun.person
Antorini	NOUN	I-noun.person
,	.	O
uddannelsesordfører	NOUN	B-noun.person
,	.	O
MF	NOUN	B-noun.person
for	ADP	O
Socialdemokraterne	NOUN	B-noun.institution
<COLON>	.	O

Det	PRON	B-noun.institution
Radikale	ADJ	I-noun.institution
Venstre	NOUN	I-noun.institution
fortsætter	VERB	B-verb.aspectual
nedturen	NOUN	B-noun.process
.	.	O

Hvis	CONJ	O
alt	ADJ	O
går	VERB	O
godt	ADJ	O
i	ADP	O
sæsonens	NOUN	B-noun.time
løb	NOUN	B-noun.time
,	.	O
får	VERB	B-verb.possession
han	PRON	O
en	PRON	O
tur	NOUN	B-noun.process
sidst	ADV	O
på	ADP	O
året	NOUN	B-noun.time
og	CONJ	O
ellers	ADV	O
ikke	ADV	O
før	ADV	O
i	ADP	O
2010	NOUN	B-noun.time
.	.	O

"	.	O
Jeg	PRON	O
må	VERB	O
tilstå	VERB	B-verb.communication
,	.	O
at	CONJ	O
vi	PRON	O
aldrig	ADV	O
har	VERB	O
tjekket	VERB	B-verb.cognition
om	ADP	O
bankernes	NOUN	B-noun.institution
beregninger	NOUN	B-noun.act
er	VERB	B-verb.stative
rigtige	ADJ	B-adj.all
"	.	O
,	.	O
siger	VERB	B-verb.communication
Annette	NOUN	B-noun.person
Bjåland	NOUN	I-noun.person
Andersen	NOUN	I-noun.person
.	.	O

Ulrich	NOUN	B-noun.person
Thomsen	NOUN	I-noun.person
er	VERB	B-verb.stative
også	ADV	O
med	ADP	B-verb.PARTICLE
,	.	O
og	CONJ	O
kedeligt	ADJ	B-adj.mental
er	VERB	B-verb.stative
det	PRON	O
ikke	ADV	O
.	.	O

FODBOLD	NOUN	B-noun.domain
.	.	O

Til	ADP	O
gengæld	NOUN	O
taler	VERB	B-verb.communication
vi	PRON	O
om	ADP	O
noget	PRON	O
af	ADP	O
en	PRON	O
mandefilm	NOUN	B-noun.communication
med	ADP	O
denne	PRON	O
familiesaga	NOUN	B-noun.communication
instrueret	VERB	B-verb.communication
nydeligt	NOUN	O
og	CONJ	O
elegisk	NOUN	O
af	ADP	O
selveste	ADJ	B-adj.all
Robert	NOUN	B-noun.person
Redford	NOUN	I-noun.person
.	.	O

Dermed	ADV	O
dømmes	VERB	B-verb.cognition
skuespilleren	NOUN	B-noun.person
ikke	ADV	O
alene	ADV	O
på	ADP	O
evnen	NOUN	B-noun.attribute
til	ADP	O
at	PRT	O
skabe	VERB	B-verb.act
en	PRON	O
sammenhængende	ADJ	B-adj.all
figur	NOUN	B-noun.person
,	.	O
men	CONJ	O
også	ADV	O
på	ADP	O
at	PRT	O
efterligne	VERB	B-verb.act
de	PRON	O
personer	NOUN	B-noun.person
,	.	O
hvis	CONJ	O
gestik	NOUN	B-noun.attribute
og	CONJ	O
mimik	VERB	B-noun.attribute
vi	PRON	O
på	ADP	O
forhånd	NOUN	O
kender	VERB	B-verb.cognition
fra	ADP	O
tv	NOUN	B-noun.process
-	.	I-noun.process
optagelser	NOUN	I-noun.process
.	.	O

"	.	O
Jeg	PRON	O
var	VERB	B-verb.stative
ude	ADV	O
at	PRT	O
handle	VERB	B-verb.act
her	ADV	O
i	ADP	O
weekenden	NOUN	B-noun.time
i	ADP	O
Brugsen	NOUN	B-noun.institution
i	ADP	O
Hadsund	NOUN	B-noun.location
.	.	O

Der	PRT	O
er	VERB	B-verb.stative
rigeligt	ADJ	B-adj.phys
med	ADP	O
andet	PRON	O
godt	ADJ	B-adj.all
fra	ADP	O
BBC	NOUN	B-noun.institution
Entertainment	NOUN	I-noun.institution
,	.	O
som	PRT	O
hermed	ADV	O
varmt	ADJ	O
anbefales	VERB	B-noun.communication
.	.	O

Senest	ADJ	O
har	VERB	O
det	PRON	O
spanske	ADJ	B-noun.institution
cykelforbund	NOUN	I-noun.institution
RFEC	NOUN	B-noun.institution
søgt	VERB	B-verb.communication
indsigt	NOUN	B-noun.cognition
i	ADP	O
de	PRON	O
dokumenter	NOUN	B-noun.communication
,	.	O
der	PRT	O
er	VERB	O
udarbejdet	VERB	B-verb.creation
af	ADP	O
de	PRON	O
spanske	ADJ	B-adj.social
myndigheder	NOUN	B-noun.institution
i	ADP	O
forbindelse	NOUN	O
med	ADP	O
efterforskningen	NOUN	B-noun.act
.	.	O

Bankerne	NOUN	B-noun.institution
søsætter	VERB	B-verb.aspectual
nu	ADV	O
en	PRON	O
storstilet	ADJ	B-adj.all
fælles	ADJ	B-adj.social
sikkerhedsløsning	NOUN	B-noun.abstract
,	.	O
som	PRT	O
skal	VERB	O
ruste	VERB	B-verb.act
Danmark	NOUN	B-noun.institution
mod	ADP	O
flere	ADJ	B-adj.all
angreb	NOUN	B-noun.act
.	.	O

Det	PRON	O
viser	VERB	B-verb.communication
en	PRON	O
ny	ADJ	B-adj.time
norsk	NOUN	B-adj.social
undersøgelse	NOUN	B-noun.act
,	.	O
der	PRT	O
slår	VERB	B-verb.communication
fast	ADJ	B-verb.PARTICLE
,	.	O
at	CONJ	O
der	PRT	O
ikke	ADV	O
er	VERB	B-verb.stative
fremgang	NOUN	B-noun.state
at	PRT	O
spore	VERB	B-verb.perception
for	ADP	O
de	PRON	O
kvindelige	ADJ	B-adj.phys
ledere	NOUN	B-noun.person
i	ADP	O
Danmark	NOUN	B-noun.location
.	.	O

a	X	O
.	.	O

Udfordrer	NOUN	B-noun.act
vores	PRON	O
nationale	ADJ	B-adj.social
selvforståelse	NOUN	B-noun.cognition
og	CONJ	O
får	VERB	B-verb.act
os	PRON	O
til	ADP	B-verb.PARTICLE
at	PRT	O
tænke	VERB	B-verb.cognition
en	PRON	O
ekstra	ADJ	B-adj.all
gang	NOUN	B-noun.quantity
.	.	O

DSB	NOUN	B-noun.institution
ejer	VERB	B-verb.possession
broderparten	NOUN	B-noun.relation
af	ADP	O
DSBFirst	NOUN	B-noun.institution
og	CONJ	O
må	VERB	O
altså	ADV	O
acceptere	VERB	B-verb.cognition
at	PRT	O
give	VERB	B-verb.possession
sine	PRON	O
egne	ADJ	O
medarbejdere	NOUN	B-noun.person
et	PRON	O
lønhop	NOUN	B-noun.abstract
for	ADP	O
at	PRT	O
skifte	VERB	O
uniformen	NOUN	B-noun.artifact
ud	ADV	O
med	ADP	O
datterselskabets	NOUN	B-noun.institution
.	.	O

Om	ADP	O
nogen	PRON	O
lever	VERB	B-verb.stative
Flensburg	NOUN	O
-	.	O
Handewitt	VERB	O
op	ADV	B-verb.PARTICLE
til	ADP	B-verb.COLL
betegnelsen	NOUN	B-noun.communication
'	NOUN	O
danskerklub	NOUN	B-noun.institution
'	NOUN	O
.	.	O

Benedikte	NOUN	B-noun.person
Hansen	NOUN	I-noun.person
<COLON>	.	O

Lidt	ADJ	O
pinligt	NOUN	O
for	ADP	O
stormester	NOUN	B-noun.person
Nurlan	NOUN	B-noun.person
Ibrajev	NOUN	I-noun.person
,	.	O
men	CONJ	O
han	PRON	O
var	VERB	B-verb.stative
selv	PRON	O
ude	ADV	O
om	ADP	O
det	PRON	O
<COLON>	.	O

Da	CONJ	O
Rasmus	NOUN	B-noun.person
bliver	VERB	B-verb.change
far	NOUN	B-noun.person
,	.	O
og	CONJ	O
jeg	PRON	O
bliver	VERB	B-verb.change
gudfar	VERB	B-noun.person
,	.	O
kigger	VERB	B-verb.cognition
vi	PRON	O
på	ADP	O
ideen	NOUN	B-noun.cognition
og	CONJ	O
tænker	VERB	B-verb.cognition
<COLON>	.	O

med	ADP	O
drivhusklima	NOUN	B-noun.phenomenon
dannede	VERB	B-verb.creation
i	ADP	O
aftes	NOUN	O
rammen	NOUN	B-noun.relation
om	ADP	O
det	PRON	O
første	ADJ	O
offentlige	ADJ	B-adj.social
møde	NOUN	B-noun.process
mellem	ADP	O
studenter	NOUN	B-noun.person
og	CONJ	O
arbejdere	NOUN	B-noun.person
.	.	O

De	PRON	O
to	NUM	O
førstedamer	NOUN	B-noun.person
-	.	O
eller	CONJ	O
deres	PRON	O
stylister	NOUN	B-noun.person
-	.	O
var	VERB	O
rørende	ADJ	O
enige	ADJ	B-adj.social
om	ADP	O
,	.	O
at	CONJ	O
man	PRON	O
i	ADP	O
foråret	NOUN	B-noun.time
2009	NOUN	B-noun.time
skal	VERB	O
have	VERB	B-verb.body
rummelige	ADJ	B-adj.phys
frakker	NOUN	B-noun.artifact
på	ADP	B-verb.PARTICLE
med	ADP	O
en	PRON	O
stor	ADJ	B-adj.phys
blød	ADJ	B-adj.phys
sløjfe	NOUN	B-noun.artifact
bundet	VERB	B-adj.all
helt	ADJ	O
op	ADV	O
i	ADP	O
halsen	NOUN	B-noun.body
.	.	O

Her	ADV	O
var	VERB	B-verb.stative
en	PRON	O
usædvanlig	ADJ	B-adj.all
chance	NOUN	B-noun.motive
for	ADP	O
tyrkerne	NOUN	B-noun.person
til	ADP	O
på	ADP	O
en	PRON	O
gang	NOUN	O
at	PRT	O
placere	VERB	B-verb.stative
sig	PRON	B-verb.REFLPRON
som	PRT	O
troens	ADJ	B-noun.cognition
sande	ADJ	B-adj.all
forsvarere	NOUN	B-noun.person
i	ADP	O
alle	ADJ	O
muslimers	ADJ	B-noun.person
øjne	NOUN	B-noun.body
og	CONJ	O
fremme	VERB	B-verb.change
deres	PRON	O
egne	ADJ	O
interesser	NOUN	B-noun.motive
inden	ADV	O
for	ADP	O
Nato	NOUN	B-noun.institution
.	.	O

Det	PRON	O
kan	VERB	O
koste	VERB	B-verb.stative
dyrt	ADJ	O
at	PRT	O
hoppe	VERB	B-verb.cognition
på	ADP	B-verb.COLL
et	PRON	O
godt	ADJ	B-adj.all
tilbud	NOUN	B-noun.communication
fra	ADP	O
Mønthuset	NOUN	B-noun.institution
Danmark	NOUN	I-noun.institution
4	NUM	O

Den	PRON	O
ligger	VERB	B-verb.stative
lige	ADV	O
foran	ADP	O
snuden	NOUN	B-noun.body
på	ADP	O
dem	PRON	O
.	.	O

I	ADP	O
en	PRON	O
undersøgelse	NOUN	B-noun.cognition
lavet	VERB	B-verb.creation
af	ADP	O
Dansk	ADJ	B-noun.institution
Detail	NOUN	I-noun.institution
og	CONJ	O
Danmarks	NOUN	B-noun.institution
Skohandlerforening	NOUN	I-noun.institution
svarer	VERB	B-verb.communication
kun	ADV	O
knap	ADV	O
20	NUM	O
procent	NOUN	B-noun.quantity
af	ADP	O
tøjbutikkerne	NOUN	B-noun.institution
,	.	O
at	CONJ	O
de	PRON	O
tror	VERB	B-verb.cognition
,	.	O
det	PRON	O
vil	VERB	O
give	VERB	B-verb.possession
bedre	ADJ	B-adj.all
omsætning	NOUN	B-noun.possession
i	ADP	O
forretningerne	NOUN	B-noun.building
,	.	O
når	CONJ	O
danskerne	NOUN	B-noun.person
1	NUM	O
.	.	O

Hvad	PRON	O
landbrugssektoren	NOUN	B-noun.domain
angår	VERB	B-verb.stative
,	.	O
er	VERB	B-verb.stative
EU	NOUN	B-noun.institution
'	NOUN	I-noun.institution
s	X	I-noun.institution
landbrug	NOUN	B-noun.institution
på	ADP	O
grund	NOUN	O
af	ADP	O
støtten	NOUN	B-noun.possession
rigidt	NOUN	B-adj.all
og	CONJ	O
uden	ADP	O
incitament	NOUN	B-noun.motive
til	ADP	O
fornyelse	NOUN	B-noun.act
eller	CONJ	O
effektivitet	NOUN	B-noun.attribute
-	.	O
producenterne	NOUN	B-noun.person
får	VERB	B-verb.possession
dermed	ADV	O
ikke	ADV	O
gavn	NOUN	B-noun.cognition
af	ADP	O
det	PRON	O
pres	NOUN	O
,	.	O
som	PRT	O
andre	PRON	O
landbrug	NOUN	B-noun.institution
i	ADP	O
et	PRON	O
privat	ADJ	B-adj.social
marked	NOUN	B-noun.abstract
nyder	VERB	B-verb.possession
godt	ADJ	B-verb.COLL
af	ADP	B-verb.COLL
.	.	O

"	.	O
Ja	X	O
,	.	O
det	PRON	O
mener	VERB	B-verb.cognition
jeg	PRON	O
.	.	O

Mere	ADJ	O
end	CONJ	O
en	PRON	O
halv	ADJ	B-adj.phys
snes	NOUN	B-noun.quantity
journalister	NOUN	B-noun.person
,	.	O
aktivister	NOUN	B-noun.person
og	CONJ	O
ledere	NOUN	B-noun.person
af	ADP	O
Sri	NOUN	B-noun.location
Lankas	NOUN	I-noun.location
Fri	ADJ	B-noun.institution
Media	NOUN	I-noun.institution
Movement	NOUN	I-noun.institution
,	.	O
som	PRT	O
arbejder	VERB	B-verb.social
for	ADP	O
pressefrihed	NOUN	B-noun.abstract
,	.	O
har	VERB	O
forladt	VERB	B-verb.motion
østaten	NOUN	B-noun.location
.	.	O

Jeg	PRON	O
har	VERB	O
ikke	ADV	O
opfordret	VERB	B-verb.communication
alle	ADJ	O
skoler	NOUN	B-noun.institution
til	ADP	O
at	PRT	O
bede	VERB	B-verb.communication
morgenbøn	NOUN	B-noun.communication
.	.	O

Det	PRON	O
tilslutter	VERB	B-noun.cognition
anklageren	NOUN	B-noun.person
sig	PRON	B-verb.REFLPRON
.	.	O

Det	PRON	O
skriver	VERB	B-verb.communication
avisen	NOUN	B-noun.communication
The	NOUN	B-noun.communication
Guardian	NOUN	I-noun.communication
.	.	O

blev	VERB	O
Helga	VERB	B-noun.person
Jensen	NOUN	I-noun.person
i	ADP	O
stedet	NOUN	O
ordineret	NOUN	B-verb.communication
i	ADP	O
1956	NUM	B-noun.time
af	ADP	O
den	PRON	O
mere	ADJ	O
liberale	ADJ	B-adj.social
biskop	NOUN	B-noun.person
Erik	NOUN	B-noun.person
Jensen	NOUN	I-noun.person
i	ADP	O
Aalborg	NOUN	B-noun.location
,	.	O
som	PRT	O
også	ADV	O
førte	VERB	B-verb.act
tilsyn	NOUN	B-noun.cognition
med	ADP	O
Helga	NOUN	B-noun.person
Jensens	NOUN	I-noun.person
Skivemenighed	NOUN	B-noun.person
,	.	O
indtil	CONJ	O
biskop	NOUN	B-noun.person
Baun	NOUN	B-noun.person
blev	VERB	O
pensioneret	VERB	B-verb.change
12	NUM	O
år	NOUN	B-noun.time
senere	ADJ	O
.	.	O

Professor	NOUN	B-noun.person
,	.	O
overlæge	NOUN	B-noun.person

Foto	NOUN	B-noun.artifact
<COLON>	.	O

Familieopgør	NOUN	B-noun.process
går	VERB	B-verb.change
aldrig	ADV	O
af	ADP	B-verb.COLL
mode	NOUN	B-verb.COLL
på	ADP	O

Det	PRON	O
,	.	O
der	PRT	O
rykker	VERB	B-verb.change
.	.	O

"	.	O
Det	PRON	O
er	VERB	B-verb.stative
meget	ADJ	O
skuffende	ADJ	B-adj.all
,	.	O
at	CONJ	O
vores	PRON	O
indsats	NOUN	B-noun.act
i	ADP	O
det	PRON	O
sidste	ADJ	B-adj.time
år	NOUN	B-noun.time
ikke	ADV	O
er	VERB	O
blevet	VERB	O
påskønnet	VERB	B-verb.emotion
.	.	O

Søren	NOUN	B-noun.person
Høy	NOUN	I-noun.person
)	.	O

Hvis	CONJ	O
man	PRON	O
for	ADP	O
alvor	NOUN	O
vil	VERB	B-verb.emotion
ud	ADV	B-verb.PARTICLE
,	.	O
så	ADV	O
skal	VERB	B-verb.emotion
noderne	VERB	B-noun.communication
på	ADP	O
nettet	NOUN	B-noun.communication
kvit	ADJ	O
og	CONJ	O
frit	ADJ	O
.	.	O

Han	PRON	O
regnes	VERB	B-verb.cognition
for	ADP	O
den	PRON	O

Jeg	PRON	O
kunne	VERB	O
ikke	ADV	O
få	VERB	O
returneringerne	NOUN	B-noun.act
på	ADP	B-verb.COLL
plads	NOUN	B-verb.COLL
,	.	O
og	CONJ	O
jeg	PRON	O
følte	VERB	B-verb.emotion
,	.	O
at	CONJ	O
intet	PRON	O
rigtig	ADJ	O
gik	VERB	B-verb.phenomenon
min	PRON	B-verb.COLL
vej	NOUN	B-verb.COLL
.	.	O

Dagens	NOUN	B-noun.time
ret	NOUN	B-noun.food
kan	VERB	O
være	VERB	B-verb.stative
hvad	PRON	O
som	PRT	O
helst	ADV	O
godt	ADJ	B-adj.all
fra	ADP	O
havet	NOUN	B-noun.location
for	ADP	O
70	NUM	O
kr	NOUN	B-noun.quantity
.	.	O

Hvor	ADV	O
er	VERB	B-verb.stative
pakken	NOUN	B-noun.abstract
,	.	O
der	PRT	O
gør	VERB	B-verb.change
op	ADV	B-verb.PARTICLE
det	PRON	O
forhold	NOUN	B-noun.relation
,	.	O
at	CONJ	O
op	ADV	O
mod	ADP	O
hvert	PRON	O
fjerde	NUM	O
barn	NOUN	B-noun.person
føler	VERB	B-verb.emotion
sig	PRON	B-verb.REFLPRON
nervøs	ADJ	B-adj.mental
og	CONJ	O
tynget	ADJ	B-adj.mental
af	ADP	O
bekymringer	NOUN	B-noun.feeling
i	ADP	O
hverdagen	NOUN	B-noun.time
?	.	O

I	ADP	O
juli	NOUN	B-noun.time
2007	NOUN	B-noun.time
blev	VERB	O
en	PRON	O
22	NUM	B-adj.time
-	.	I-adj.time
årig	NOUN	I-adj.time
tjetjener	NOUN	B-noun.person
skudt	VERB	B-verb.act
under	ADP	O
lignende	VERB	O
omstændigheder	NOUN	B-noun.state
som	PRT	O
Israilovs	NOUN	B-noun.person
.	.	O

Mashups	NOUN	B-noun.domain
,	.	O
dub	NOUN	B-noun.domain
,	.	O
electro	NUM	B-noun.domain
m	NOUN	O
.	.	O
m	NOUN	O
.	.	O

Sagsbehandleren	NOUN	B-noun.person
kan	VERB	O
så	ADV	O
underrette	VERB	B-verb.communication
Ankestyrelsen	NOUN	B-noun.institution
om	ADP	O
sin	PRON	O
bekymring	NOUN	B-noun.feeling
.	.	O

Mater	NOUN	B-noun.person
Dentata	NOUN	I-noun.person
er	VERB	O
en	PRON	O
form	NOUN	B-noun.abstract
for	ADP	O
moderskabets	NOUN	B-noun.state
Djengis	NOUN	B-noun.person
Khan	NOUN	I-noun.person
og	CONJ	O
trives	VERB	B-verb.emotion
bedst	ADJ	O
,	.	O
når	CONJ	O
hun	PRON	O
kan	VERB	O
få	VERB	B-verb.communication
lov	NOUN	B-verb.COLL
at	PRT	O
fortælle	VERB	B-verb.communication
andre	PRON	O
kvinder	NOUN	B-noun.person
,	.	O
at	CONJ	O
de	PRON	O
ikke	ADV	O
helt	ADJ	O
forstår	VERB	B-verb.cognition
livet	NOUN	B-noun.abstract
,	.	O
fordi	CONJ	O
de	PRON	O
ikke	ADV	O
selv	PRON	O
har	VERB	B-verb.possession
børn	NOUN	B-noun.person
blog	VERB	B-noun.communication
.	.	O

Fra	ADP	O
oktober	NOUN	B-noun.time
2007	VERB	B-noun.time
til	ADP	O
samme	ADJ	O
måned	NOUN	B-noun.time
året	NOUN	B-noun.time
efter	ADV	O
er	VERB	O
der	PRT	O
kommet	VERB	B-verb.phenomenon
12	NUM	O
.	.	O
603	NUM	O
flere	ADJ	O
fuldtidsansatte	NOUN	B-noun.person
i	ADP	O
de	PRON	O
fem	NUM	O
regioner	NOUN	B-noun.location
og	CONJ	O
98	NUM	O
kommuner	NOUN	B-noun.location
.	.	O

De	PRON	O
kaldes	VERB	B-verb.communication
kunstgallerier	NOUN	B-noun.building
.	.	O

Ifølge	ADP	O
kommunerne	NOUN	B-noun.institution
står	VERB	B-verb.stative
pengene	NOUN	B-noun.artifact
ubrugt	ADJ	B-adj.all
,	.	O
fordi	CONJ	O
regeringen	NOUN	B-noun.institution
har	VERB	O
lavet	VERB	B-verb.creation
for	ADP	O
stramme	ADJ	B-adj.all
regler	NOUN	B-noun.cognition
-	.	O
ifølge	ADP	O
regeringspartiet	NOUN	B-noun.institution
Venstre	NOUN	B-noun.institution
,	.	O
fordi	CONJ	O
kommunerne	NOUN	B-noun.institution
er	VERB	B-verb.stative
for	ADV	O
ringe	VERB	B-adj.all
til	ADP	O
at	PRT	O
styre	VERB	B-verb.act
deres	PRON	O
økonomi	NOUN	B-noun.possession
.	.	O

"	.	O
I	ADP	O
den	PRON	O
her	ADV	O
jord	NOUN	B-noun.object
genbruger	VERB	B-verb.act
man	PRON	O
noget	PRON	O
af	ADP	O
den	PRON	O
kompost	NOUN	B-noun.object
,	.	O
vi	PRON	O
har	VERB	B-verb.possession
så	ADV	O
rigeligt	ADJ	B-adj.phys
af	ADP	O
i	ADP	O
Danmark	NOUN	B-noun.location
.	.	O

Torsdag	NOUN	B-noun.time
12	NUM	O
.	.	O

Som	PRT	O
leder	NOUN	B-noun.person
af	ADP	O
hospitalets	NOUN	B-noun.institution
neurobiologiske	NOUN	B-adj.all
forskningsenhed	NOUN	B-noun.institution
og	CONJ	O
Spect	NOUN	B-noun.institution
Laboratoriet	NOUN	I-noun.institution
ved	ADP	O
Neurologisk	NOUN	B-noun.institution
Klinik	NOUN	I-noun.institution
forsker	VERB	B-verb.cognition
hun	PRON	O
bl	VERB	O
.	.	O
a	X	O
.	.	O

Men	CONJ	O
skærtorsdag	NOUN	B-noun.time
lokkede	NOUN	B-verb.communication
Adrian	NOUN	B-noun.person
Lloyd	NOUN	I-noun.person
Hughes	NOUN	I-noun.person
og	CONJ	O
hans	PRON	O
hold	NOUN	B-noun.person
med	ADP	O
,	.	O
at	CONJ	O
"	.	O
'	NOUN	O
Smagsdommerne	NOUN	B-noun.communication
'	NOUN	O
får	VERB	B-verb.communication
smæk	NOUN	B-verb.COLL
